SKU,title,description,currency,price,brand,url,primary_category,sub_category_1,sub_category_2
16351877,"Windsoft Jumbo Roll Toilet Paper, Septic Safe, 2 Ply, White, 3.4"" x 1000 ft, 12 Rolls/Carton -WIN202","Large roll saves time and money on maintenance. Fits most jumbo dispensers. White. Tissue Type: Toilet; Number of Plies: 2; Length: 1,000 ft; Width: 3.4"".",USD,58.65,Windsoft,https://www.walmart.com/ip/Windsoft-Jumbo-Roll-Toilet-Paper-Septic-Safe-2-Ply-White-3-4-x-1000-ft-12-Rolls-Carton-WIN202/16351877,Industrial & Scientific,Janitorial & Sanitation Supplies,Janitorial Disposables
127298036,"Celestial Seasonings Tea Cinnamon Apple Spice Keurig Single-Serve K-Cup Pods, 24 Count","<p><strong>Celestial Seasonings Tea Cinnamon Apple Spice Keurig Single-Serve K-Cup Pods, 24 Count</strong></p><p><strong>Brand : </strong>celestial seasonings</p><p><strong>Manufacturer : </strong>Celestial Seasonings</p><p><strong>Item model number : </strong>5000203073</p><p><strong>Color : </strong>None</p><p><strong>Size : </strong>24 Count</p><p>Herbal Tea</p><p>Caffeine Free</p><p>Orthodox Union Kosher</p><p>k-cups</p><p><strong>This lively blend is dominated by an aromatic burst of sweet and spicy Vietnamese cinnamon and bushels of juicy, all-American apples. Theres a toasty chocolate note and a hint of creamy butterscotch in the finish that complements the lasting taste of apples and cinnamon — making this tea comforting and invigorating all at once!</strong></p>",USD,50.99,Celestial Seasonings,https://www.walmart.com/ip/Celestial-Seasonings-Tea-Cinnamon-Apple-Spice-Keurig-Single-Serve-K-Cup-Pods-24-Count/127298036,Food,Beverages,Tea
625751996,Perk Plastic Spoon Heavy-Weight White PK56405,"<p>Get a handle on lunchtime, the sooner the better, with this 100-pack of Perk™ white heavy-weight plastic spoons. Dig in with the confidence provided by these heavy-weight spoons. These Perk™ white heavy-weight plastic spoons come 100 to a pack, letting you stock your breakroom cupboards or drawers. Comes in white and is made of polystyrene. Heavy-weight.</p>",USD,10.9,Perk,https://www.walmart.com/ip/Perk-Plastic-Spoon-Heavy-Weight-White-PK56405/625751996?athbdg=L1700,Household Essentials,Paper & Plastic,Disposable Tableware
296105410,zhongxinda Teeth Whitening Pen Tooth Gel White Teeth Kit Cleaning Bleaching Remove Stains Oral Hygiene Whitening Strips,"Features: Whitening effect Effective to remove tea stain, coffee stain, pigment teeth, dental plaque. Teeth whitening, reduce tooth dirt, enhance oral hygiene, reduce oral diseases.<br>Size：<br>A：2ML<br>B：6ML<br>Instructions:<br>1.Brush and floss your teeth.<br>2.Dry your teeth with a tissue.<br>3.Twist the bottom of the pen clockwise(to the right) until a little gel flows from the gel chamber on to the brush. For first useyou may need more twisting.<br>4.Simle wide keeping lips away from your teeht.<br>5.Use even brush strokes to apply a thin layer of gel to each tooth. Do not apply gel to the gums.<br>6.Relax your lips after 30 seconds.<br>7.Avoid eating or dringking for 30 minutes after treatment.<br>8.Use twice daily until your teeth have reached your desired shade of white.<br>9.Be sure to replace the lid,to keep the serum from drying out. Store in a cool place preferably refrigerate.<br><br>Packing: 1x teeth whitening pen",USD,5.66,zhongxinda,https://www.walmart.com/ip/zhongxinda-Teeth-Whitening-Pen-Tooth-Gel-White-Teeth-Kit-Cleaning-Bleaching-Remove-Stains-Oral-Hygiene-Whitening-Strips/296105410,Personal Care,Oral Care,Teeth Whitening
967987305,"Palmers Cocoa Butter Formula with Vitamin E, Bonus Size Skin Cream Jar, 9.5 oz","Palmers Cocoa Butter Formula with Vitamin E, Bonus Size Skin Cream Jar, 9.5 oz ; UPC: 010181140082. Palmer's Cocoa Butter Formula Original Solid Jar provides deep hydration all over. This unique formula melts into skin, creating a protective moisture barrier that locks in moisture. From normal to dry to eczema prone skin, this emollient rich solid effectively heals and softens, leaving skin smooth, supple and beautiful. Ideal for deep moisturization, including overnight treatments.",USD,15.38,Palmer's,https://www.walmart.com/ip/Palmers-Cocoa-Butter-Formula-with-Vitamin-E-Bonus-Size-Skin-Cream-Jar-9-5-oz/967987305,Personal Care,Bath & Body,Body Lotions
513644120,"Neutrogena Stubborn Acne Spot Drying Acne Treatment, 10% Sulfur, 1 oz","Dry up and clear pimples with Neutrogena Stubborn Acne Spot Drying Lotion formulated with Sulfur and Niacinamide. This fast-acting acne treatment from a dermatologist-recommended brand is packed with 10% sulfur, the maximum level of sulfur available over-the-counter, to penetrate pores and help eliminate stubborn acne and 4% niacinamide known to help target dark spots and post-acne marks. Designed for acne-prone skin & clinically proven to provide fast-acting results, pimples look visibly clearer after one use. The fragrance-free formula is paraben-, phthalate-, dye-, and oil-free. To use as part of your skin care routine, cleanse your face & use a clean cotton swab to apply a thin layer to the affected area. Do not rub in & let it dry thoroughly. This treatment can be applied overnight & then removed in the morning with warm water. Use in the PM & pair with Stubborn Acne Blemish patches in the AM for all day treatment.",USD,14.97,Neutrogena,https://www.walmart.com/ip/Neutrogena-Stubborn-Acne-Spot-Drying-Acne-Treatment-10-Sulfur-1-oz/513644120,Beauty,Skin Care,Acne Treatments
134928255,"Damp Rid Hanging Moisture Absorber, Fresh Scent, Set of 3 (Pack of 1)","Damp Rid Hanging Moisture Absorber, Fresh Scent, Set of 3 (Pack of 1)",USD,44.39,DampRid,https://www.walmart.com/ip/Damp-Rid-Hanging-Moisture-Absorber-Fresh-Scent-Set-of-3-Pack-of-1/134928255,Household Essentials,Air Fresheners,Moisture Absorbers
363064802,"Victor Fly Magnet Reusable Fly Trap with Bait 1 Quart, 4 Pack","With the &lt;strong&gt;Victor Fly Magnet Reusable Fly Trap&lt;/strong&gt;, you can attract and trap a wide variety of flies that pester you outdoors. The attractant lures the flies into the trap, but doesn’t let them escape. The bait is non-poisonous so it’s safe for use around children and pets, as well as the environment. The bait, the trap’s white color and its diamond-shaped lid is very attractive to flies, which draws them into the trap. Victor Fly Magnet bait is designed to last for an extended period of time to provide optimum fly control. Easy to use - just pour in the bait, add water to the fill line and swirl to mix contents. Regularly add water to keep bait moist and so flies stay submerged. When the 1 quart trap becomes full and ready to empty, you can purchase new bait separately and continue to reuse the trap.&lt;br&gt;&lt;br&gt;Note: the bait requires an activation period of 24 hours before it becomes fully effective.",USD,28.95,Victor,https://www.walmart.com/ip/Victor-Fly-Magnet-Reusable-Fly-Trap-with-Bait-1-Quart-4-Pack/363064802,Household Essentials,Pest Control,Insect & Pest Baits
798493151,"Plaque Remover for Teeth - Sonic Electric Tooth Cleaner, Tartar Calculus Tooth Stain Remover Cleaning Tool Kit, Safe for Adult Kids","<b>---- Why to Choice ----</b><br>
Ultrasonic Deeply Clean：Adopts ultrasonic technology, provides up to 42 Khz vibrations, helps to remove smoke stains, coffee stains, dental calculus, plaque whiten teeth, and improve oral health.<br>
Intelligent Recognition：The dental calculus removal is activated only when the cleansing head touches teeth or hard objects, and it will stop vibrate automatically when it touches soft gums, 100% painless safe for gums.<br><br>

<b>---- What You Want to Know ----</b><br>
◘ 3 cleaning modes（Mildly, Normal, Stronger ）to  meet various oral care needs
◘ 3 cleaning Heads: The cleaning head is interchangeable, with two flat and one pointed.<br>
◘ Try it at first on low setting, go back and forth in a tiny area for a few passes with little or no pressing it.<br>
◘ USB charge: Built-in 1200mAh battery,can be used for 90 minutes after charging fully.  Support to charge it through a computer, mobile power, and mobile phone charger easily<br><br>

<b>---- What You Get ----</b><br>
1 * Electric teeth cleaning kit <br>
1 * Mirror <br>
2 * Spare protective case  <br>
2 * flat cleaning heads <br>
1 * Sharpe cleaning head <br>
1 * Small wrench <br>
1 * User manual <br>
1 * Charging cable<br>",USD,29.99,prabensei,https://www.walmart.com/ip/Plaque-Remover-for-Teeth-Sonic-Electric-Tooth-Cleaner-Tartar-Calculus-Tooth-Stain-Remover-Cleaning-Tool-Kit-Safe-for-Adult-Kids/798493151,Personal Care,Oral Care,Teeth Whitening
916852470,"Wooden Spoon Fork Chopsticks Tableware Travel Utensils For Camping, Picnic, Office Or Home","Wooden Spoon Fork Chopsticks Tableware Travel Utensils For Camping, Picnic, Office Or Home<br>
Features:<br>
-- Wood conducts heat slowly and does not burn hands.<br>
-- This is a set of utensils, containing spoon, fork, and chopsticks.<br>
-- Easy maintenance, and you just simply wash with soapy water and let them dry, and it can't be used in the microwave oven.<br>
-- All materials are safe and non-toxic, which is harmless for you.<br>
-- With the exquisite craft, the surface is smooth and does not hurt the mouth.<br><br>

Specification:<br>
Item Type:Wood Utensil Set<br>
Material:Beech Wood<br>
Color:As the picture<br>
Size(spoon):18.5x3.5cm/7.28x1.38""<br>
Size(fork): 18.5x2cm/7.28x0.79""<br><br>

Package Include:1 x spoon or 1 x fork<br><br>

Notes:<br>
1. Please allow 1-3 cm difference due to manual measurement and 3-5 g for the difference between different colors.<br>
2. Due to the screen difference, the color may be a little different from what you expect, please allow it.<br>
Please understand. Make sure you don't mind before you bid.<br>
Have a nice day!<br>",USD,7.76,amazingfashion,https://www.walmart.com/ip/Wooden-Spoon-Fork-Chopsticks-Tableware-Travel-Utensils-For-Camping-Picnic-Office-Or-Home/916852470?variantFieldId=actual_color,Home,Kitchen & Dining,Dining & Entertaining
1909667225,leaveforme Pet Hat Super Soft Fade-Resistant Polyester Outdoor Dog Sun Visor Cap Pet Baseball Hat Decor Pet Accessories,"Description:Our pet baseball hat can be used to protect your lovely dog's eyes and delicate skin from harmful UV rays effectively and fully while camping or hiking owing to its wide brim design. This product is a must-have for any pet.By adopting sticker closure and 2 ear holes design, these pet sun visor hats are easy and convenient to wear or take off, and no need to worry about annoying your lovely furry pet when dressing them up.It is constructed of high-quality polyester material.There are 3 different sizes for you to choose from.This product is perfectly suitable for dog, cat and other small animals.<br>Item Name: Pet HatMaterial: PolyesterFeatures: Eye-catching, Super Soft, Long LastingSize Details:S, Head Circumference: 29cm-35cm/11.42""-13.78"", Hat Brim: 6cm/2.36"" (Approx.)M, Head Circumference: 30cm-40cm/11.81""-15.75"", Hat Brim: 7cm/2.76"" (Approx.)L, Head Circumference: 32cm-45cm/12.6""-17.72"", Hat Brim:8cm/3.15"" (Approx.)<br>Notes:Please refer to our size chart and choose the right size.
Due to the light and screen setting difference, the item's color may be slightly different from the pictures.<br><br>Package Includes:1 x Pet Hat<br>",USD,8.9,leaveforme,https://www.walmart.com/ip/leaveforme-Pet-Hat-Super-Soft-Fade-Resistant-Polyester-Outdoor-Dog-Sun-Visor-Cap-Pet-Baseball-Hat-Decor-Pet-Accessories/1909667225?variantFieldId=actual_color,Pets,Dogs,Dog Clothes and Costumes
442774575,"Hefty Easy Flaps 30-gallon Large Trash Bags 30 gal - 30"" Width x 33"" Length x 0.85 mil (22 Micron) Thickness - Black - 40/Box - Can",30-gallon trash bags are an economical alternative to drawstring trash bags. Reliable construction features built-in top flaps to tie off the bag when full. Multipurpose trash bags are perfect for everyday use. Large bags fit most large trash cans (sold separately).,USD,20.96,Hefty,https://www.walmart.com/ip/Hefty-Easy-Flaps-30-gallon-Large-Trash-Bags-30-gal-30-Width-x-33-Length-x-0-85-mil-22-Micron-Thickness-Black-40-Box-Can/442774575,Household Essentials,Paper & Plastic,Trash Bags
10321283,"Oral-B 3D White Battery Electric Toothbrush, Various Colors","The Oral-B 3D White Battery Power Toothbrush features a brush head with Rubberized Bristles and an Action Cup that help whiten teeth by removing surface stains. Brush heads should be replaced every 3 months. Compatible with Oral-B Deep Clean, Pro-Health and 3D White replacement heads. AA Battery included.",USD,5.97,Oral-B,https://www.walmart.com/ip/Oral-B-3D-White-Battery-Electric-Toothbrush-Various-Colors/10321283?athbdg=L1200,Personal Care,Oral Care,Electric Toothbrushes
739958112,Yucca Root Sulfate-Free Cleansing and Volumizing Shampoo with Elderberry (High in Vitamins A & C),"Princess Mudd's natural volumizing shampoo is made from the roots of the Yucca plant. Used by the ancestors as a natural soap, when Yucca roots are boiled, a soapy solution forms, that is most effective as a scalp treatment. This natural cleanser, along with the Aloe Vera, Witch Hazel, and Rose Water; helps to reduce hair fall, sooths itchy flaky scalp, and adds shine and volume to hair. Elderberry has been added to our sulfate-free shampoo to encourage hair growth and nourish the scalp. This gentle floral scented hair and scalp cleanser has serum-like consistency and a rich lather that easily rinses away buildup, excess oil, and dirt. Your hair will be shinier, smoother, fuller, and healthier after using our natural herbal shampoo.",USD,19.71,Princess Mudd,https://www.walmart.com/ip/Yucca-Root-Sulfate-Free-Cleansing-and-Volumizing-Shampoo-with-Elderberry-High-in-Vitamins-A-C/739958112,Baby,Bath & Potty,Baby Toiletries
190506939,PURELL Advanced Hand Sanitizer Refreshing Gel Clean Scent 8 oz Pump Bottle (4040-12-S EA),"Show you care about well-being with PURELL Advanced Hand Sanitizer Refreshing Gel.As America’s No. 1 brand of hand sanitizer, this formulation can positively impact your image and encourages people to sanitize their hands; in fact, 84% of people expect hand sanitizer to be offered in public places. PURELL Advanced Hand Sanitizer is proven to kill 99.99 percent of most common germs that may cause illness. While it’s tough on germs, the formulation is mild on skin. With a blend of four moisturizers, hands feel soft, even with frequent use. It’s free of parabens, phthalates, and preservatives. Show you care about well-being with PURELL Advanced Hand Sanitizer Refreshing Gel, which eliminates 99.99% of germs on hands. One PURELL Advanced Hand Sanitizer Refreshing Gel, 8 fl oz pump bottle. Place these 8 fl oz PURELL pump bottles in areas where frequent hand sanitizing is needed, including classrooms, office reception areas, medical stations, breakrooms, and more. Features a refreshing clean scent and evaporates quickly for easy, convenient sanitizing when soap and water aren’t available. Mild formula and a blend of four moisturizers means hands feel soft even with repeated use; it’s free of triclosan, parabens, phthalates, and preservatives so it doesn’t dry out or irritate skin. This product is manufactured by a certified WBE (women owned business). Safety Data Sheet. Sold as 1 Each.",USD,9.99,PURELL,https://www.walmart.com/ip/Advanced-Gel-Hand-Sanitizer-8-oz-Pump-Bottle-Clean-Scent-12-Carton/190506939,Personal Care,Bath & Body,Hand Soaps
693326721,"Glad Compostable Paper Bowls | 16 oz Disposable Soup Bowls, 20 Count | Sugarcane Disposable Bowls, Microwavable and Freezer Safe, Leak Resistant Compostable Eco-Friendly Paper Bowls | Glad P","Size: 20 Count (Pack of 1)Glad is all about making things easy and convenient and our new Glad compostable product line is no exception. Made from compostable materials, composted in industrial facilities, and OK Certified, this eco-friendly line offers consumers an alternative to paper or plastic disposable tabletop. You can feel good about the tabletop you use when you dine with Glad. Glad brings you strong and sturdy 16 ounce sugarcane compostable bowls, making every meal or snack even more enjoyable. This 20 count of disposable bowls is made from high quality materials that prevent leakage and hold strong when used with cutlery. Great for adults, kids, and toddlers, these disposable bowls work well for everyone. Microwavable bowls from Glad are also safe to use in the freezer. Reheat leftovers in microwave with these compostable eco-friendly bowls or store extra food in the freezer so you can enjoy it later! Dine better with Glad. Bamboo plates disposable plates heavy duty paper plates chinette paper plates dinner disposable dinnerware set bamboo disposable plates compartment plates bamboo paper plates dinner plates disposable plates disposable heavy duty square paper plates recycled paper plates. brown paper plates leaf plates to go plates 10 inch paper plate heavy duty disposable plates oval plates divided paper plates paper dishes biodegradable plates paper plates bulk paper plates 10 inch. Compostable compartment divided paper plates. Disposable plates with compartment paperplates. YOUR SATISFACTION IS OUR PRIORITY: If you have any questions or feedback, please reach out to us at info@brandbuzzcp.com.",USD,17.64,Glad,https://www.walmart.com/ip/Glad-Compostable-Paper-Bowls-16-oz-Disposable-Soup-Bowls-20-Count-Sugarcane-Microwavable-Freezer-Safe-Leak-Resistant-Eco-Friendly-P/693326721,Household Essentials,Paper & Plastic,Disposable Tableware
10291032,ARM & HAMMER Advanced White Extreme Whitening Toothpaste -Clean Mint - Fluoride Toothpaste,"ARM & HAMMER™ Advance White™ anticavity fluoride toothpaste is our most powerful whitening formula made with Stain Defense™ technology to help gently remove stains and prevent new stains from setting. Naturally powered by 100% pure baking soda, our toothpastes go beyond cleaning, giving you stronger, healthier teeth and gums. Unlike regular fluoride toothpaste, our pure baking soda formulas penetrate deeper throughout your mouth, REMOVING UP TO 3X MORE PLAQUE in hard-to-reach places.* Best of all, we do this gently, and are less abrasive than other toothpastes. *in hard-to-reach areas compared to a leading toothpaste **Data on file",USD,3.53,Arm & Hammer,https://www.walmart.com/ip/ARM-HAMMER-Advanced-White-Extreme-Whitening-Toothpaste-Clean-Mint-Fluoride-Toothpaste/10291032,Personal Care,Oral Care,Toothpaste
